AgtId,country_entity
573,Southern Kordofan - Blue Nile - Abyei
496,Southern Kordofan - Blue Nile - Abyei
583,Southern Kordofan - Blue Nile - Abyei
2531,Southern Kordofan - Blue Nile - Abyei
2522,Southern Kordofan - Blue Nile - Abyei
2521,Southern Kordofan - Blue Nile - Abyei
2523,Southern Kordofan - Blue Nile - Abyei
1033,Southern Kordofan - Blue Nile - Abyei
1718,Southern Kordofan - Blue Nile - Abyei
2344,United States of America
668,Democratic Republic of Congo
349,Democratic Republic of Congo
789,Democratic Republic of Congo
1062,Kenya
1925,Nagorno-Karabakh
1685,Nagorno-Karabakh
823,Nagorno-Karabakh
611,Nagorno-Karabakh
133,Darfur
2074,Russia
531,Russia
887,Honduras
2099,Ogaden
1854,Puntland
1853,Puntland
1856,Puntland
1855,Puntland
1887,United Kingdom
668,Kenya
349,Kenya
789,Republic of Congo
1062,Republic of Congo
2074,South Korea
531,Tajikistan
887,Nicaragua
1887,United States of America
668,Republic of Congo
349,Republic of Congo
789,Rwanda
1062,Rwanda
2074,United States of America
668,Rwanda
349,Rwanda
789,South Africa
1062,Sudan
668,Sudan
349,Sudan
789,South Sudan
1062,Tanzania
668,Tanzania
349,Tanzania
789,Tanzania
1062,Uganda
668,Uganda
349,Uganda
789,Uganda
1062,Zambia
668,Zambia
349,Zambia
789,Zambia
1062,African Great Lakes
668,African Great Lakes
349,African Great Lakes
789,African Great Lakes
